0	50000	LegacyHub	com.sqmrak.legacyhub	1.0.0	url:	https://fsrgteam.github.io/LegacyStoreDC1/files/com.sqmrak.legacyhub-1.0.0.ipa	879519	Photo & Video		https://fsrgteam.github.io/LegacyStoreDC1/icons/com.sqmrak.legacyhub.jpg	ff7f46b9b2b31c2a447f538e816de53678549ffde573ecc1b8bdd91316bd4210	@Edmond-FSRG-TEAM				PornoHub на IOS 6  Лучше использовать с ВПН если вы из РФ
0	60000	LegacyGram	fsrgteam.legacygram	0.0.5	url:	https://fsrgteam.github.io/LegacyStoreDC1/files/fsrgteam.legacygram-0.0.5.deb	25827630	Social Networking		https://fsrgteam.github.io/LegacyStoreDC1/icons/fsrgteam.legacygram.png	72f89c9fe9da80788ed9dbd7776f691121dd13fd0f8a41a2bfd8fd4a4fe9f12a	@Alex-FSRG	https://fsrgteam.github.io/LegacyStoreDC1/shots/fsrgteam.legacygram/1.jpg,https://fsrgteam.github.io/LegacyStoreDC1/shots/fsrgteam.legacygram/2.jpg	LegacyGram выступает за свободу слова и неприкосновенность частной жизни, несмотря на давление	FSRGTeam	🚀 LegacyGram v0.0.5 — FSRG-TEAM Новый релиз, и в этот раз правок реально много — от фиксов стикеров до полной переработки обхода блокировок. Что изменилось: 🩹 Нормальный фикс стикеров 🩹 Починили DC Телеграма — конкретный фикс, а не костыль 🌐 Новая версия FuckDPI • теперь можно выбирать профили обхода • профили можно генерировать самому • полная отвязка от оригинального NekroWARP — работает уже полностью автономно • убрали то самое бесящее окно "Disconnected NekroWARP" 📦 Частичный фикс кнопки "Архив" (не идеальный, но так стало значительно лучше) 📲 Нативный установщик DEB/IPA прямо в клиенте — больше не нужно ничего ставить отдельно И самое главное: 🛠 Полная отвязка от Theos Команда FSRG-TEAM продолжает развивать проект, и с каждой версией он становится стабильнее и самостоятельнее. 💡 Если будет интерес от подписчиков — можем замутить детектор скамеров/токсиков в чатах на основе ИИ, причём настолько лёгкий, что потянет даже на уровне iPhone 2G. Пишите в комменты, если актуально!
