# id	name	base_url	apps	updated	sha256	status
DC1	Основной	https://fsrgteam.github.io/LegacyStoreDC1/	4	2026-08-18	b8433eb20ee472e52e72cfc664464d0773e1f8464e0b39f8b6d3d6a966adb055	active
